Abundances (Grouped): NASA Ftl 126,Abundances (Grouped): NASA Ftl 127N,Abundances (Grouped): NASA Ftl 127C,Abundances (Grouped): NASA Ftl 128N,Abundances (Grouped): NASA Ftl 128C,Abundances (Grouped): NASA Ftl 129N,Abundances (Grouped): NASA Ftl 129C,Abundances (Grouped): BA Pool Ftl 130N,Abundances (Grouped): Ftl Pool 130C,Abundances (Grouped): Pool Ftl 131,Abundances (Grouped): NASA GC 126,Abundances (Grouped): NASA GC 127N,Abundances (Grouped): NASA GC 127C,Abundances (Grouped): NASA GC 128N,Abundances (Grouped): NASA GC 128C,Abundances (Grouped): NASA GC 129N,Abundances (Grouped): NASA GC 129C,Abundances (Grouped): BA Pool GC 130N,Abundances (Grouped): GC Pool 130C,Abundances (Grouped): Pool GC 131,Abundances (Grouped) CV [%]: NASA Ftl 126,Abundances (Grouped) CV [%]: NASA Ftl 127N,Abundances (Grouped) CV [%]: NASA Ftl 127C,Abundances (Grouped) CV [%]: NASA Ftl 128N,Abundances (Grouped) CV [%]: NASA Ftl 128C,Abundances (Grouped) CV [%]: NASA Ftl 129N,Abundances (Grouped) CV [%]: NASA Ftl 129C,Abundances (Grouped) CV [%]: BA Pool Ftl 130N,Abundances (Grouped) CV [%]: Ftl Pool 130C,Abundances (Grouped) CV [%]: Pool Ftl 131,Abundances (Grouped) CV [%]: NASA GC 126,Abundances (Grouped) CV [%]: NASA GC 127N,Abundances (Grouped) CV [%]: NASA GC 127C,Abundances (Grouped) CV [%]: NASA GC 128N,Abundances (Grouped) CV [%]: NASA GC 128C,Abundances (Grouped) CV [%]: NASA GC 129N,Abundances (Grouped) CV [%]: NASA GC 129C,Abundances (Grouped) CV [%]: BA Pool GC 130N,Abundances (Grouped) CV [%]: GC Pool 130C,Abundances (Grouped) CV [%]: Pool GC 131,mouse_accession,Description,Coverage [%],# Peptides,# PSMs,# AAs,"Abundance: F9: 126, Sample, NASA Ftl 126","Abundance: F10: 126, Sample, NASA Ftl 126","Abundance: F11: 126, Sample, NASA Ftl 126","Abundance: F12: 126, Sample, NASA Ftl 126","Abundance: F13: 126, Sample, NASA Ftl 126","Abundance: F14: 126, Sample, NASA Ftl 126","Abundance: F15: 126, Sample, NASA Ftl 126","Abundance: F16: 126, Sample, NASA Ftl 126","Abundance: F9: 127N, Sample, NASA Ftl 127N","Abundance: F10: 127N, Sample, NASA Ftl 127N","Abundance: F11: 127N, Sample, NASA Ftl 127N","Abundance: F12: 127N, Sample, NASA Ftl 127N","Abundance: F13: 127N, Sample, NASA Ftl 127N","Abundance: F14: 127N, Sample, NASA Ftl 127N","Abundance: F15: 127N, Sample, NASA Ftl 127N","Abundance: F16: 127N, Sample, NASA Ftl 127N","Abundance: F9: 127C, Sample, NASA Ftl 127C","Abundance: F10: 127C, Sample, NASA Ftl 127C","Abundance: F11: 127C, Sample, NASA Ftl 127C","Abundance: F12: 127C, Sample, NASA Ftl 127C","Abundance: F13: 127C, Sample, NASA Ftl 127C","Abundance: F14: 127C, Sample, NASA Ftl 127C","Abundance: F15: 127C, Sample, NASA Ftl 127C","Abundance: F16: 127C, Sample, NASA Ftl 127C","Abundance: F9: 128N, Sample, NASA Ftl 128N","Abundance: F10: 128N, Sample, NASA Ftl 128N","Abundance: F11: 128N, Sample, NASA Ftl 128N","Abundance: F12: 128N, Sample, NASA Ftl 128N","Abundance: F13: 128N, Sample, NASA Ftl 128N","Abundance: F14: 128N, Sample, NASA Ftl 128N","Abundance: F15: 128N, Sample, NASA Ftl 128N","Abundance: F16: 128N, Sample, NASA Ftl 128N","Abundance: F9: 128C, Sample, NASA Ftl 128C","Abundance: F10: 128C, Sample, NASA Ftl 128C","Abundance: F11: 128C, Sample, NASA Ftl 128C","Abundance: F12: 128C, Sample, NASA Ftl 128C","Abundance: F13: 128C, Sample, NASA Ftl 128C","Abundance: F14: 128C, Sample, NASA Ftl 128C","Abundance: F15: 128C, Sample, NASA Ftl 128C","Abundance: F16: 128C, Sample, NASA Ftl 128C","Abundance: F9: 129N, Sample, NASA Ftl 129N","Abundance: F10: 129N, Sample, NASA Ftl 129N","Abundance: F11: 129N, Sample, NASA Ftl 129N","Abundance: F12: 129N, Sample, NASA Ftl 129N","Abundance: F13: 129N, Sample, NASA Ftl 129N","Abundance: F14: 129N, Sample, NASA Ftl 129N","Abundance: F15: 129N, Sample, NASA Ftl 129N","Abundance: F16: 129N, Sample, NASA Ftl 129N","Abundance: F9: 129C, Sample, NASA Ftl 129C","Abundance: F10: 129C, Sample, NASA Ftl 129C","Abundance: F11: 129C, Sample, NASA Ftl 129C","Abundance: F12: 129C, Sample, NASA Ftl 129C","Abundance: F13: 129C, Sample, NASA Ftl 129C","Abundance: F14: 129C, Sample, NASA Ftl 129C","Abundance: F15: 129C, Sample, NASA Ftl 129C","Abundance: F16: 129C, Sample, NASA Ftl 129C","Abundance: F9: 130N, Sample, BA Pool Ftl 130N","Abundance: F10: 130N, Sample, BA Pool Ftl 130N","Abundance: F11: 130N, Sample, BA Pool Ftl 130N","Abundance: F12: 130N, Sample, BA Pool Ftl 130N","Abundance: F13: 130N, Sample, BA Pool Ftl 130N","Abundance: F14: 130N, Sample, BA Pool Ftl 130N","Abundance: F15: 130N, Sample, BA Pool Ftl 130N","Abundance: F16: 130N, Sample, BA Pool Ftl 130N","Abundance: F9: 130C, Sample, Ftl Pool 130C","Abundance: F10: 130C, Sample, Ftl Pool 130C","Abundance: F11: 130C, Sample, Ftl Pool 130C","Abundance: F12: 130C, Sample, Ftl Pool 130C","Abundance: F13: 130C, Sample, Ftl Pool 130C","Abundance: F14: 130C, Sample, Ftl Pool 130C","Abundance: F15: 130C, Sample, Ftl Pool 130C","Abundance: F16: 130C, Sample, Ftl Pool 130C","Abundance: F9: 131, Control, Pool Ftl 131","Abundance: F10: 131, Control, Pool Ftl 131","Abundance: F11: 131, Control, Pool Ftl 131","Abundance: F12: 131, Control, Pool Ftl 131","Abundance: F13: 131, Control, Pool Ftl 131","Abundance: F14: 131, Control, Pool Ftl 131","Abundance: F15: 131, Control, Pool Ftl 131","Abundance: F16: 131, Control, Pool Ftl 131","Abundance: F1: 126, Sample, NASA GC 126","Abundance: F2: 126, Sample, NASA GC 126","Abundance: F3: 126, Sample, NASA GC 126","Abundance: F4: 126, Sample, NASA GC 126","Abundance: F5: 126, Sample, NASA GC 126","Abundance: F6: 126, Sample, NASA GC 126","Abundance: F7: 126, Sample, NASA GC 126","Abundance: F8: 126, Sample, NASA GC 126","Abundance: F1: 127N, Sample, NASA GC 127N","Abundance: F2: 127N, Sample, NASA GC 127N","Abundance: F3: 127N, Sample, NASA GC 127N","Abundance: F4: 127N, Sample, NASA GC 127N","Abundance: F5: 127N, Sample, NASA GC 127N","Abundance: F6: 127N, Sample, NASA GC 127N","Abundance: F7: 127N, Sample, NASA GC 127N","Abundance: F8: 127N, Sample, NASA GC 127N","Abundance: F1: 127C, Sample, NASA GC 127C","Abundance: F2: 127C, Sample, NASA GC 127C","Abundance: F3: 127C, Sample, NASA GC 127C","Abundance: F4: 127C, Sample, NASA GC 127C","Abundance: F5: 127C, Sample, NASA GC 127C","Abundance: F6: 127C, Sample, NASA GC 127C","Abundance: F7: 127C, Sample, NASA GC 127C","Abundance: F8: 127C, Sample, NASA GC 127C","Abundance: F1: 128N, Sample, NASA GC 128N","Abundance: F2: 128N, Sample, NASA GC 128N","Abundance: F3: 128N, Sample, NASA GC 128N","Abundance: F4: 128N, Sample, NASA GC 128N","Abundance: F5: 128N, Sample, NASA GC 128N","Abundance: F6: 128N, Sample, NASA GC 128N","Abundance: F7: 128N, Sample, NASA GC 128N","Abundance: F8: 128N, Sample, NASA GC 128N","Abundance: F1: 128C, Sample, NASA GC 128C","Abundance: F2: 128C, Sample, NASA GC 128C","Abundance: F3: 128C, Sample, NASA GC 128C","Abundance: F4: 128C, Sample, NASA GC 128C","Abundance: F5: 128C, Sample, NASA GC 128C","Abundance: F6: 128C, Sample, NASA GC 128C","Abundance: F7: 128C, Sample, NASA GC 128C","Abundance: F8: 128C, Sample, NASA GC 128C","Abundance: F1: 129N, Sample, NASA GC 129N","Abundance: F2: 129N, Sample, NASA GC 129N","Abundance: F3: 129N, Sample, NASA GC 129N","Abundance: F4: 129N, Sample, NASA GC 129N","Abundance: F5: 129N, Sample, NASA GC 129N","Abundance: F6: 129N, Sample, NASA GC 129N","Abundance: F7: 129N, Sample, NASA GC 129N","Abundance: F8: 129N, Sample, NASA GC 129N","Abundance: F1: 129C, Sample, NASA GC 129C","Abundance: F2: 129C, Sample, NASA GC 129C","Abundance: F3: 129C, Sample, NASA GC 129C","Abundance: F4: 129C, Sample, NASA GC 129C","Abundance: F5: 129C, Sample, NASA GC 129C","Abundance: F6: 129C, Sample, NASA GC 129C","Abundance: F7: 129C, Sample, NASA GC 129C","Abundance: F8: 129C, Sample, NASA GC 129C","Abundance: F1: 130N, Sample, BA Pool GC 130N","Abundance: F2: 130N, Sample, BA Pool GC 130N","Abundance: F3: 130N, Sample, BA Pool GC 130N","Abundance: F4: 130N, Sample, BA Pool GC 130N","Abundance: F5: 130N, Sample, BA Pool GC 130N","Abundance: F6: 130N, Sample, BA Pool GC 130N","Abundance: F7: 130N, Sample, BA Pool GC 130N","Abundance: F8: 130N, Sample, BA Pool GC 130N","Abundance: F1: 130C, Sample, GC Pool 130C","Abundance: F2: 130C, Sample, GC Pool 130C","Abundance: F3: 130C, Sample, GC Pool 130C","Abundance: F4: 130C, Sample, GC Pool 130C","Abundance: F5: 130C, Sample, GC Pool 130C","Abundance: F6: 130C, Sample, GC Pool 130C","Abundance: F7: 130C, Sample, GC Pool 130C","Abundance: F8: 130C, Sample, GC Pool 130C","Abundance: F1: 131, Control, Pool GC 131","Abundance: F2: 131, Control, Pool GC 131","Abundance: F3: 131, Control, Pool GC 131","Abundance: F4: 131, Control, Pool GC 131","Abundance: F5: 131, Control, Pool GC 131","Abundance: F6: 131, Control, Pool GC 131","Abundance: F7: 131, Control, Pool GC 131","Abundance: F8: 131, Control, Pool GC 131"
61.2,41.4,41.9,65.8,52.6,39.6,57.9,49.2,45.6,48.6,35.2,31.1,34.4,32.6,35.5,33.1,25.2,34.4,20.5,51.0,,,,,,,,,,,30.96,27.81,26.5,42.99,43.4,42.3,45.15,44.45,37.78,33.66,O35945,"Aldehyde dehydrogenase, cytosolic 1 OS=Mus musculus OX=10090 GN=Aldh1a7 PE=1 SV=1",17,8,103,501,,,,,,,,61.2,,,,,,,,41.4,,,,,,,,41.9,,,,,,,,65.8,,,,,,,,52.6,,,,,,,,39.6,,,,,,,,57.9,,,,,,,,49.2,,,,,,,,45.6,,,,,,,,48.6,,,,45.0,35.2,44.6,25.4,21.9,,,,37.8,31.1,48.1,25.7,26.1,,,,47.8,34.2,41.3,34.4,22.2,,,,57.7,32.6,45.8,22.4,21.9,,,,67.4,35.5,42.1,31.1,21.9,,,,47.6,33.1,37.8,18.7,16.8,,,,51.0,25.2,37.1,20.5,17.9,,,,51.5,34.4,52.5,24.8,16.5,,,,35.5,20.5,37.0,19.7,16.1,,,,69.3,51.0,52.6,31.8,31.6
50.1,32.2,55.4,50.0,53.0,56.3,54.8,37.4,50.8,41.0,36.9,37.4,51.3,49.7,51.0,43.9,43.1,34.6,36.3,51.2,78.15,50.43,74.78,68.07,78.25,74.4,69.79,64.85,73.62,71.86,51.48,48.9,55.29,49.13,49.95,65.11,57.63,60.36,64.53,59.45,Q9D7A8,Armadillo repeat-containing protein 1 OS=Mus musculus OX=10090 GN=Armc1 PE=1 SV=1,13,3,6,282,,,11.7,91.6,,,,50.1,,,14.4,45.1,,,,32.2,,,11.8,90.0,,,,55.4,,,22.4,99.3,,,,50.0,,,14.4,103.1,,,,53.0,,,17.3,106.3,,,,56.3,,,15.4,89.8,,,,54.8,,,17.0,70.5,,,,37.4,,,10.5,79.0,,,,50.8,,,14.3,77.8,,,,41.0,,,27.3,71.6,,,,36.9,,,26.6,68.1,,,,37.4,,,43.6,113.7,,,,51.3,,,36.8,92.9,,,,49.7,,,35.6,93.5,,,,51.0,,,34.7,109.6,,,,43.9,,,27.3,85.1,,,,43.1,,,26.5,78.8,,,,34.6,,,16.3,67.6,,,,36.3,,,33.7,106.3,,,,51.2
48.9,28.2,39.7,43.5,37.4,46.9,34.7,35.4,43.8,38.5,48.2,51.0,52.2,57.1,56.4,54.3,35.9,43.7,47.2,64.5,86.54,87.45,87.87,100.85,85.45,78.85,93.26,79.23,87.24,83.79,18.95,26.1,20.95,22.48,30.27,22.43,28.56,36.27,22.64,24.99,Q8R3F5,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Mus musculus OX=10090 GN=Mcat PE=1 SV=3",19,5,10,381,,,,24.0,,,,99.7,,,,13.7,,,,58.1,,,,19.2,,,,82.2,,,,17.8,,,,106.3,,,,18.6,,,,75.4,,,,25.0,,,,88.0,,,,15.7,,,,76.5,,,,18.8,,,,66.7,,,,21.3,,,,89.9,,,,19.5,,,,76.2,,,,65.4,,,48.2,47.4,,,,66.5,,,51.0,39.3,,,,67.1,,,52.2,44.6,,,,80.4,,,57.1,54.2,,,,84.7,,,56.4,48.3,,,,73.7,,,54.3,48.5,,,,52.4,,,35.9,30.7,,,,69.2,,,43.7,34.8,,,,66.8,,,47.2,45.0,,,,86.1,,,64.5,52.7
312.3,189.7,254.9,297.3,311.4,283.3,308.1,248.2,281.9,265.4,130.7,115.2,152.0,144.8,159.2,146.2,124.8,126.1,101.2,165.7,53.84,50.56,50.79,55.13,56.99,49.3,52.93,54.42,57.97,50.5,78.53,80.32,80.45,77.87,81.55,78.63,74.82,78.17,79.24,76.21,P45952,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadm PE=1 SV=1",17,8,35,421,,202.2,628.0,187.1,,312.3,,318.5,,189.7,374.8,92.1,,200.2,,169.6,,163.1,483.5,144.7,,254.9,,284.5,,253.0,653.7,157.6,,297.3,,341.5,,242.6,714.8,182.2,,377.6,,311.4,,224.6,577.5,174.9,,325.4,,283.3,,205.9,600.8,165.7,,327.3,,308.1,,174.7,512.7,137.2,,275.4,,248.2,,190.7,638.7,174.6,,333.3,,281.9,,211.9,548.0,159.3,,302.5,,265.4,115.5,365.6,471.5,160.8,102.7,48.5,,130.7,112.0,381.1,471.4,154.9,100.4,58.4,,115.2,141.1,473.7,579.3,197.5,115.6,63.9,,152.0,139.5,429.5,531.4,167.4,123.3,62.0,,144.8,148.3,459.9,585.9,162.9,118.7,63.2,,159.2,146.2,416.2,527.5,185.1,103.3,55.9,,137.3,112.3,341.6,426.0,187.4,84.5,48.0,,124.8,126.1,380.0,464.3,170.7,100.4,47.1,,119.5,95.9,309.0,395.2,139.9,89.5,38.0,,101.2,158.2,464.9,591.7,225.7,118.9,68.7,,165.7
34.6,14.0,37.1,46.0,36.8,35.4,36.9,29.9,39.3,26.5,26.4,23.9,35.6,27.1,27.5,39.7,23.3,27.1,25.2,36.3,72.45,85.22,60.35,60.44,55.5,62.96,55.83,67.47,52.84,69.43,46.47,50.51,51.58,45.47,44.24,43.99,50.28,45.16,42.53,52.41,Q9CSU0,Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Mus musculus OX=10090 GN=Rprd1b PE=1 SV=2,14,4,11,326,,,,,34.6,9.3,,59.0,,,,,14.0,6.3,,38.1,,,,,37.1,9.8,,45.1,,,,,46.0,10.6,,48.3,,,,,36.8,12.8,,48.3,,,,,35.4,9.5,,47.4,,,,,36.9,15.8,,56.4,,,,,29.9,9.7,,50.0,,,,,39.3,11.8,,39.7,,,,,26.5,9.7,,49.0,38.4,,,15.5,18.1,,40.1,,30.6,,,7.4,18.9,,30.1,,68.3,,,22.2,26.5,,47.9,,45.4,,,15.7,21.5,,34.1,,48.7,,,19.0,21.4,,35.4,,60.4,,,19.5,33.3,,47.3,,40.5,,,14.0,16.0,,33.9,,48.7,,,18.0,21.9,,33.6,,36.7,,,13.4,19.6,,32.3,,56.2,,,16.6,25.1,,52.5,
100.1,71.6,86.0,178.4,101.4,114.0,113.5,83.4,94.9,101.3,152.5,148.1,170.0,157.2,205.0,176.7,135.3,135.0,142.3,201.1,105.0,99.75,115.07,99.39,102.31,99.14,103.86,106.04,99.81,101.63,45.46,42.49,48.41,44.79,41.58,48.33,42.9,53.37,44.63,50.41,Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Etfa PE=1 SV=2",13,4,27,333,,,,40.5,19.9,100.1,434.1,215.1,,,,22.5,13.4,71.6,250.9,129.8,,,,40.2,21.1,86.0,449.7,164.2,,,,44.0,28.7,178.4,528.4,237.0,,,,48.2,25.4,101.4,449.8,229.7,,,,35.9,23.1,114.0,407.4,222.4,,,,45.5,20.4,113.5,477.0,246.0,,,,31.6,18.0,83.4,375.7,190.4,,,,53.1,19.5,94.9,417.6,235.9,,,,41.1,21.6,101.3,387.0,176.6,,,,165.1,75.0,266.6,120.9,152.5,,,,148.1,59.9,215.4,105.7,158.4,,,,195.9,99.7,327.3,124.3,170.0,,,,195.4,89.0,309.5,155.7,157.2,,,,216.1,82.8,305.1,164.2,205.0,,,,210.8,87.3,351.9,176.7,171.6,,,,146.6,67.2,231.2,115.8,135.3,,,,167.5,86.9,319.0,129.2,135.0,,,,175.6,58.4,235.6,122.0,142.3,,,,235.1,115.4,426.8,183.3,201.1
71.3,45.9,59.0,83.8,62.8,69.7,70.6,54.6,69.3,62.1,75.0,68.8,95.4,88.1,80.3,83.2,60.9,75.2,56.1,90.5,65.43,76.32,73.28,75.88,74.59,71.41,70.72,71.75,73.48,75.93,79.75,80.2,87.96,85.06,89.48,81.97,74.54,86.54,82.51,81.54,Q3URE1,"Malonate--CoA ligase ACSF3, mitochondrial OS=Mus musculus OX=10090 GN=Acsf3 PE=1 SV=2",15,8,17,583,111.4,45.6,119.6,,20.9,,,,100.6,26.4,79.9,,13.0,,,,119.1,33.5,103.8,,18.0,,,,178.8,50.4,139.4,,21.2,,,,104.0,37.9,135.5,,18.1,,,,109.3,44.5,142.2,,20.2,,,,122.7,40.6,125.4,,20.4,,,,96.4,30.9,100.7,,16.1,,,,107.3,44.8,140.9,,16.5,,,,103.0,37.5,126.7,,13.7,,,,173.1,163.6,,,27.5,34.4,,,159.2,158.0,,,27.2,30.0,,,220.0,213.8,,,17.1,42.6,,,200.1,198.9,,,22.0,39.0,,,214.4,193.0,,,19.3,33.4,,,192.7,187.4,,,27.8,36.9,,,115.3,116.1,,,18.3,32.2,,,166.9,169.5,,,15.0,33.9,,,126.9,140.7,,,20.3,24.8,,,223.6,213.1,,,38.4,37.0,,
62.8,34.6,77.3,68.9,58.6,63.7,65.6,51.5,57.6,62.6,16.5,18.0,31.9,26.3,19.8,31.4,23.1,27.5,15.8,29.4,15.56,10.78,23.56,10.03,35.15,26.41,22.67,23.57,28.72,6.88,,,,,,,,,,,Q61584,Fragile X mental retardation syndrome-related protein 1 OS=Mus musculus OX=10090 GN=Fxr1 PE=1 SV=2,5,3,4,677,,,,70.1,,,56.2,,,,,37.4,,,32.1,,,,,91.4,,,65.3,,,,,74.0,,,64.2,,,,,75.6,,,45.5,,,,,76.9,,,52.7,,,,,77.1,,,55.8,,,,,60.9,,,43.5,,,,,70.8,,,46.9,,,,,65.7,,,59.6,,,,,,,16.5,,,,,,,,18.0,,,,,,,,31.9,,,,,,,,26.3,,,,,,,,19.8,,,,,,,,31.4,,,,,,,,23.1,,,,,,,,27.5,,,,,,,,15.8,,,,,,,,29.4,,
61.0,37.4,65.0,73.7,52.2,49.6,54.1,36.0,49.9,43.6,22.3,23.5,29.8,27.7,26.8,28.8,17.3,19.5,19.9,31.1,32.86,28.3,37.0,31.07,30.31,45.79,40.5,40.47,43.15,46.84,30.44,28.52,25.03,15.07,23.07,26.61,23.16,28.56,15.06,27.89,Q8R104,NAD-dependent protein deacetylase sirtuin-3 OS=Mus musculus OX=10090 GN=Sirt3 PE=1 SV=2,21,6,12,334,,62.2,29.1,,,,70.9,59.8,,37.0,20.9,,,,44.1,37.8,,64.5,24.7,,,,65.6,66.9,,78.0,35.6,,,,69.7,78.7,,57.0,26.6,,,,56.7,48.1,,62.7,25.5,,,,78.1,39.2,,63.6,23.6,,,,69.0,46.0,,44.2,22.0,,,,56.4,29.3,,68.6,27.6,,,,69.9,36.3,,48.1,16.3,,,,63.1,39.6,,14.6,19.3,,,25.8,30.0,,,13.7,22.0,,,28.6,25.2,,,21.5,27.3,,,32.6,39.2,,,20.2,27.2,,,28.3,28.4,,,20.6,28.2,,,25.5,35.8,,,19.8,24.7,,,33.5,36.1,,,17.3,17.4,,,16.9,26.2,,,18.5,17.2,,,20.6,30.9,,,17.5,17.5,,,22.8,22.7,,,20.9,27.1,,,40.2,35.7,
53.8,29.4,62.9,109.0,58.2,63.5,58.9,52.3,65.1,61.2,21.9,20.1,33.8,24.0,32.5,33.9,20.3,19.4,18.6,38.7,92.12,89.25,92.95,104.27,95.33,93.5,107.3,84.03,92.2,86.35,99.21,94.32,103.5,96.89,93.62,94.64,97.38,111.1,114.33,98.47,P01901,"H-2 class I histocompatibility antigen, K-B alpha chain OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1",20,6,20,369,24.7,,117.0,,,,,,14.0,,61.9,,,,,,28.6,,138.3,,,,,,42.4,,280.4,,,,,,25.7,,132.0,,,,,,28.7,,140.7,,,,,,21.8,,158.9,,,,,,26.4,,103.7,,,,,,29.9,,141.9,,,,,,30.1,,124.5,,,,,,,20.6,106.7,,21.9,,,,,16.3,83.3,,20.1,,,,,33.8,172.8,,29.6,,,,,24.0,113.0,,23.0,,,,,32.5,147.2,,32.5,,,,,30.8,149.2,,33.9,,,,,20.3,95.1,,18.9,,,,,18.8,121.6,,19.4,,,,,18.6,120.1,,16.6,,,,,38.7,163.1,,27.5,,,
